AT_SERIAL,DATE,LOAD_ZONE_LAT,LOAD_ZONE_LON,Latitude,Longitude,HEX,DZ_LZ_TRAVEL_START,DZ_LZ_TRAVEL_END,DZ_LZ_TRAVEL_DURATION,DZ_LZ_DISTANCE_TRAVELED_KM,D_L_AT_FUEL,DZ_LZ_AVG_SPD,25METER_QUEUE_ZONE_ENTER,25METER_QUEUE_ZONE_END,QUEUE_ZONE_DURATION,AT_LOADING_START,AT_LOADING_END,AT_LOADING_DURATION,AT_DUMP_START,AT_DUMP_END,AT_DUMP_DURATION,LZ_DZ_TRAVEL_DURATION,LZ_DZ_DISTANCE_TRAVELED_KM,L_D_AT_FUEL,LZ_DZ_AVG_SPD,CYCLE_TIME,D_L_IDLE,D_L_TRAVEL_ONLY,L_D_IDLE,L_D_TRAVEL_ONLY,D_L_IDLE_PERCENT,L_D_IDLE_PERCENT,QUEUE_PERCENTAGE,LOADING_PERCENTAGE,L_D_TRAVEL_PERCENTAGE,D_L_TRAVEL_PERCENTAGE,Capacity,cycleid,zone,site,Day,DailyRainfall,TractorTime,AT_MODEL
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.052,-95.6464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 14:31:29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3294,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.0519,-95.6678,30.052,-95.668,HPD00128,"2015-07-22 14:40:25","2015-07-22 14:50:38","0 days 00:10:13",2.45,7.3696512192,8.23438847403,"2015-07-22 14:45:09","2015-07-22 14:48:49",3.6666666666666665,"2015-07-22 14:45:36","2015-07-22 14:48:33",177.0,"2015-07-22 14:58:36","2015-07-22 14:58:53",17,"0 days 00:07:58.000000000",2.43,9.80361562167,10.08,18.483333333333334,112.0,324.0,112.0,491.0,10.0,10.0,20.0,16.0,44.0,29.0,31.4,3295,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.0521,-95.6463,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 14:48:33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3295,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.0519,-95.6678,30.052,-95.668,HPD00128,"2015-07-22 14:58:54","2015-07-22 15:05:36","0 days 00:06:42",2.46,6.30610827145,12.5613366337,"2015-07-22 15:03:20","2015-07-22 15:03:47",0.45,"2015-07-22 15:03:46","2015-07-22 15:05:36",110.0,"2015-07-22 15:13:48","2015-07-22 15:14:04",16,"0 days 00:08:12.000000000",2.45,10.8801137255,9.85,15.183333333333334,0.0,292.0,1.0,491.0,0.0,0.0,3.0,12.0,54.0,32.0,31.4,3296,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.0521,-95.6462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 15:05:36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3296,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.0525,-95.6681,30.052,-95.668,HPD00128,"2015-07-22 15:14:05","2015-07-22 15:36:12","0 days 00:22:07",2.63,9.62330226444,4.13275395034,"2015-07-22 15:26:58","2015-07-22 15:34:29",7.516666666666667,"2015-07-22 15:34:28","2015-07-22 15:36:12",104.0,"2015-07-22 15:44:22","2015-07-22 15:44:40",18,"0 days 00:08:10.000000000",2.49,11.0827266034,10.27,30.6,761.0,462.0,0.0,490.0,41.0,0.0,25.0,6.0,27.0,25.0,31.4,3297,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.052,-95.646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 15:36:12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3297,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.0524,-95.6681,30.052,-95.668,HPD00128,"2015-07-22 15:44:41","2015-07-22 15:50:52","0 days 00:06:11",2.47,6.19770143283,13.3707774799,"2015-07-22 15:49:10","2015-07-22 15:49:21",0.18333333333333332,"2015-07-22 15:49:20","2015-07-22 15:50:52",92.0,"2015-07-22 15:58:45","2015-07-22 15:59:00",15,"0 days 00:07:53.000000000",2.5,10.777297793,10.59,14.333333333333334,0.0,279.0,0.0,473.0,0.0,0.0,1.0,11.0,55.0,32.0,31.4,3298,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.0521,-95.646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 15:50:52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3298,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.0524,-95.6681,30.052,-95.668,HPD00128,"2015-07-22 15:59:01","2015-07-22 16:05:52","0 days 00:06:51",2.5,6.36732351291,12.1726634383,"2015-07-22 16:03:41","2015-07-22 16:03:55",0.23333333333333334,"2015-07-22 16:03:54","2015-07-22 16:05:52",118.0,"2015-07-22 16:14:57","2015-07-22 16:15:22",25,"0 days 00:09:05.000000000",2.51,12.364731007,9.28,16.366666666666667,0.0,293.0,0.0,545.0,0.0,0.0,1.0,12.0,55.0,30.0,31.4,3299,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.0521,-95.6458,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 16:05:52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3299,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.0523,-95.668,30.052,-95.668,HPD00128,"2015-07-22 16:15:23","2015-07-22 16:23:29","0 days 00:08:06",2.52,6.61296559426,10.3259836066,"2015-07-22 16:21:12","2015-07-22 16:21:32",0.3333333333333333,"2015-07-22 16:21:31","2015-07-22 16:23:29",118.0,"2015-07-22 16:32:07","2015-07-22 16:32:22",15,"0 days 00:08:38.000000000",2.52,11.3539847217,9.81,17,4.0,364.0,0.0,518.0,0.0,0.0,2.0,12.0,51.0,36.0,31.4,3300,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.052,-95.6457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 16:23:29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3300,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.0521,-95.6677,30.052,-95.668,HPD00128,"2015-07-22 16:32:23","2015-07-22 16:40:41","0 days 00:08:18",2.52,6.53891153333,10.27024,"2015-07-22 16:38:01","2015-07-22 16:38:41",0.6666666666666666,"2015-07-22 16:38:40","2015-07-22 16:40:41",121.0,"2015-07-22 16:52:02","2015-07-22 16:52:17",15,"0 days 00:11:21.000000000",3.13,13.3488409389,9.29,19.916666666666668,2.0,375.0,34.0,647.0,0.0,3.0,3.0,10.0,54.0,31.0,31.4,3301,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.0524,-95.6401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 16:40:41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3301,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.0521,-95.6677,30.052,-95.668,HPD00128,"2015-07-22 16:52:18","2015-07-22 17:03:20","0 days 00:11:02",3.15,8.76467644829,9.71894578313,"2015-07-22 17:00:03","2015-07-22 17:01:03",1,"2015-07-22 17:01:02","2015-07-22 17:03:20",138.0,"2015-07-22 17:14:12","2015-07-22 17:14:27",15,"0 days 00:10:52.000000000",3.08,13.2697505047,9.52,22.166666666666668,38.0,486.0,7.0,645.0,3.0,1.0,5.0,10.0,48.0,37.0,31.4,3302,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.0524,-95.6405,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 17:03:20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3302,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.0521,-95.6677,30.052,-95.668,HPD00128,"2015-07-22 17:14:28","2015-07-22 17:23:52","0 days 00:09:24",3.1,7.92195425959,11.2853982301,"2015-07-22 17:21:20","2015-07-22 17:21:52",0.5333333333333333,"2015-07-22 17:21:51","2015-07-22 17:23:52",121.0,"2015-07-22 17:34:04","2015-07-22 17:34:20",16,"0 days 00:10:12.000000000",3.09,12.85540443,10.15,19.883333333333333,0.0,443.0,4.0,608.0,0.0,0.0,3.0,10.0,51.0,37.0,31.4,3303,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.0524,-95.6404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 17:23:52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3303,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.0521,-95.6677,30.052,-95.668,HPD00128,"2015-07-22 17:34:21","2015-07-22 18:00:56","0 days 00:26:35",3.16,17.8499695524,8.28958830334,"2015-07-22 17:58:33","2015-07-22 17:59:06",0.55,"2015-07-22 17:59:05","2015-07-22 18:00:56",111.0,"2015-07-22 18:11:46","2015-07-22 18:12:02",16,"0 days 00:10:50.000000000",3.19,13.9347305726,9.67,37.7,155.0,1329.0,0.0,650.0,7.0,0.0,1.0,5.0,29.0,59.0,31.4,3304,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.0524,-95.6401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 18:00:56",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3304,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.052,-95.6677,30.052,-95.668,HPD00128,"2015-07-22 18:12:03","2015-07-22 18:26:25","0 days 00:14:22",3.17,9.67852236412,7.49848554913,"2015-07-22 18:18:17","2015-07-22 18:24:09",5.866666666666667,"2015-07-22 18:24:07","2015-07-22 18:26:25",138.0,"2015-07-22 18:37:51","2015-07-22 18:38:05",14,"0 days 00:11:26.000000000",3.09,14.421182957,9.11,26.05,285.0,439.0,1.0,685.0,18.0,0.0,23.0,9.0,44.0,28.0,31.4,3305,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.0523,-95.6404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 18:26:25",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3305,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.052,-95.6677,30.052,-95.668,HPD00128,"2015-07-22 18:38:06","2015-07-22 18:47:03","0 days 00:08:57",3.11,9.1358672119,11.9272118959,"2015-07-22 18:45:06","2015-07-22 18:45:36",0.5,"2015-07-22 18:45:35","2015-07-22 18:47:03",88.0,"2015-07-22 18:57:14","2015-07-22 18:57:27",13,"0 days 00:10:11.000000000",3.16,13.5889610072,10.38,19.366666666666667,46.0,403.0,0.0,611.0,4.0,0.0,3.0,8.0,53.0,35.0,31.4,3306,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.0524,-95.6404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 18:47:03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3306,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",30.052,-95.6676,30.052,-95.668,MPZ00695,"2015-07-22 18:57:28","2015-07-22 19:06:58","0 days 00:09:30",3.15,9.02784251313,11.332206655,"2015-07-22 19:04:26","2015-07-22 19:05:04",0.6333333333333333,"2015-07-22 19:05:03","2015-07-22 19:06:58",115.0,"2015-07-22 19:17:31","2015-07-22 19:17:44",13,"0 days 00:10:33.000000000",3.13,13.8808698136,9.97,20.283333333333335,2.0,453.0,0.0,633.0,0.0,0.0,3.0,9.0,52.0,37.0,31.4,3307,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
B1P06067,"2015-07-22 00:00:00",NULL,NULL,30.0523,-95.6403,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 19:06:58",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3307,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",30.0523,-95.668,30.052,-95.668,HPD00128,"2015-07-22 08:09:39","2015-07-22 08:17:58","0 days 00:08:19",2.82,8.23196693902,11.236824502,"2015-07-22 08:16:26","2015-07-22 08:16:44",0.3,"2015-07-22 08:16:43","2015-07-22 08:17:58",75.0,"2015-07-22 08:27:02","2015-07-22 08:27:24",22,"0 days 00:09:04.000000000",2.65,11.7971130194,9.8,17.766666666666666,22.0,402.0,12.0,532.0,2.0,1.0,0.0,7.0,50.0,38.0,31.4,3309,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",NULL,NULL,30.052,-95.6444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 08:17:58",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3309,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",30.0521,-95.6678,30.052,-95.668,HPD00128,"2015-07-22 08:27:25","2015-07-22 10:44:45","0 days 02:17:20",32.38,126.012682342,7.93983256087,"2015-07-22 08:34:27","2015-07-22 10:43:31",129.06666666666666,"2015-07-22 10:43:30","2015-07-22 10:44:45",75.0,"2015-07-22 10:52:56","2015-07-22 10:53:07",11,"0 days 00:08:11.000000000",2.32,9.77583213207,9.47,145.71666666666667,2563.0,5602.0,17.0,474.0,29.0,0.0,89.0,1.0,5.0,64.0,31.4,3310,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",NULL,NULL,30.0518,-95.6475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 10:44:45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3310,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",30.052,-95.6678,30.052,-95.668,MPZ00695,"2015-07-22 10:53:08","2015-07-22 10:59:41","0 days 00:06:33",2.33,6.69787179146,12.1537563452,"2015-07-22 10:58:01","2015-07-22 10:58:27",0.43333333333333335,"2015-07-22 10:58:26","2015-07-22 10:59:41",75.0,"2015-07-22 11:07:11","2015-07-22 11:07:19",8,"0 days 00:07:30.000000000",2.32,9.62139195243,10.36,14.2,1.0,317.0,10.0,440.0,0.0,1.0,3.0,9.0,52.0,37.0,31.4,3311,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",NULL,NULL,30.0519,-95.6473,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 10:59:41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3311,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",30.0509,-95.6588,30.051,-95.659,HPD00128,"2015-07-22 11:07:20","2015-07-22 12:32:15","0 days 01:24:55",3.37,21.6031199903,1.36471982759,"2015-07-22 11:09:56","2015-07-22 12:00:33",50.61666666666667,"2015-07-22 12:00:44","2015-07-22 12:32:15",1891.0,"2015-07-22 12:37:40","2015-07-22 12:37:49",9,"0 days 00:05:25.000000000",1.32,5.38219689417,8.01,90.5,2589.0,615.0,2.0,323.0,48.0,0.0,56.0,35.0,6.0,11.0,31.4,3312,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",NULL,NULL,30.052,-95.6472,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 12:32:15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3312,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",30.052,-95.6678,30.052,-95.668,HPD00128,"2015-07-22 12:37:50","2015-07-22 12:51:27","0 days 00:13:37",2.42,7.63388046568,6.04941391941,"2015-07-22 12:47:41","2015-07-22 12:50:10",2.4833333333333334,"2015-07-22 12:50:09","2015-07-22 12:51:27",78.0,"2015-07-22 12:58:10","2015-07-22 12:58:21",11,"0 days 00:06:43.000000000",2.33,9.32011981848,11.62,20.533333333333335,336.0,403.0,0.0,403.0,27.0,0.0,12.0,6.0,33.0,33.0,31.4,3313,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",NULL,NULL,30.052,-95.6472,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 12:51:27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3313,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",30.0519,-95.6677,30.052,-95.668,HPD00128,"2015-07-22 12:58:22","2015-07-22 13:29:19","0 days 00:30:57",7.22,26.3417623869,7.89988292159,"2015-07-22 13:03:48","2015-07-22 13:28:14",24.433333333333334,"2015-07-22 13:28:13","2015-07-22 13:29:19",66.0,"2015-07-22 13:37:55","2015-07-22 13:38:06",11,"0 days 00:08:36.000000000",2.37,10.4002467439,9.05,39.75,536.0,1255.0,1.0,515.0,22.0,0.0,61.0,3.0,22.0,53.0,31.4,3314,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",NULL,NULL,30.052,-95.647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 13:29:19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3314,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",30.0519,-95.647,30.052,-95.647,HPD00128,"2015-07-22 13:38:07","2015-07-22 13:55:24","0 days 00:17:17",4.79,17.531766972,9.37853272377,"2015-07-22 13:38:07","2015-07-22 13:54:44",16.616666666666667,"2015-07-22 13:54:43","2015-07-22 13:55:24",41.0,"2015-07-22 13:56:26","2015-07-22 13:56:37",11,"0 days 00:01:02.000000000",0.04,0.627916208113,1.49,18.516666666666666,212.0,784.0,23.0,39.0,19.0,2.0,90.0,4.0,4.0,71.0,31.4,3315,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",NULL,NULL,30.0519,-95.6466,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 13:55:24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3315,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",30.0518,-95.6676,30.052,-95.668,HPD00128,"2015-07-22 13:56:38","2015-07-22 14:04:10","0 days 00:07:32",2.45,6.86419384973,11.1673788546,"2015-07-22 14:01:18","2015-07-22 14:02:54",1.6,"2015-07-22 14:02:53","2015-07-22 14:04:10",77.0,"2015-07-22 14:11:23","2015-07-22 14:11:33",10,"0 days 00:07:13.000000000",2.37,9.76803546878,10.81,14.933333333333334,5.0,370.0,0.0,433.0,1.0,0.0,11.0,9.0,48.0,41.0,31.4,3316,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R00733,"2015-07-22 00:00:00",NULL,NULL,30.052,-95.6467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 14:04:10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3316,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R02323,"2015-07-22 00:00:00",30.0523,-95.668,30.052,-95.668,HPD00128,"2015-07-22 07:55:45","2015-07-22 08:11:19","0 days 00:15:34",2.8,7.59577408493,5.97123667377,"2015-07-22 08:04:03","2015-07-22 08:09:55",5.866666666666667,"2015-07-22 08:09:49","2015-07-22 08:11:19",90.0,"2015-07-22 08:19:18","2015-07-22 08:19:35",17,"0 days 00:07:59.000000000",2.67,10.4804293559,11.26,23.85,420.0,424.0,0.0,479.0,29.0,0.0,0.0,6.0,33.0,30.0,31.4,3318,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R02323,"2015-07-22 00:00:00",NULL,NULL,30.052,-95.6442,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 08:11:19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3318,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R02323,"2015-07-22 00:00:00",30.0523,-95.6679,30.052,-95.668,HPD00128,"2015-07-22 08:19:36","2015-07-22 08:31:20","0 days 00:11:44",2.8,7.14094050749,8.01892198582,"2015-07-22 08:26:07","2015-07-22 08:29:54",3.783333333333333,"2015-07-22 08:29:47","2015-07-22 08:31:20",93.0,"2015-07-22 08:39:09","2015-07-22 08:39:25",16,"0 days 00:07:49.000000000",2.69,10.7437328415,11.6,19.833333333333332,179.0,432.0,0.0,469.0,15.0,0.0,19.0,8.0,39.0,36.0,31.4,3319,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R02323,"2015-07-22 00:00:00",NULL,NULL,30.052,-95.6439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 08:31:20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3319,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R02323,"2015-07-22 00:00:00",30.0523,-95.668,30.052,-95.668,HPD00128,"2015-07-22 08:39:26","2015-07-22 08:49:27","0 days 00:10:01",2.83,7.3706348747,9.55608623549,"2015-07-22 08:45:25","2015-07-22 08:47:41",2.2666666666666666,"2015-07-22 08:47:40","2015-07-22 08:49:27",107.0,"2015-07-22 08:57:32","2015-07-22 08:57:49",17,"0 days 00:08:05.000000000",2.73,11.1640463477,11.37,18.4,103.0,391.0,0.0,485.0,9.0,0.0,12.0,10.0,44.0,35.0,31.4,3320,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R02323,"2015-07-22 00:00:00",NULL,NULL,30.0521,-95.6436,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 08:49:27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3320,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R02323,"2015-07-22 00:00:00",30.0522,-95.6679,30.052,-95.668,HPD00128,"2015-07-22 08:57:50","2015-07-22 09:12:32","0 days 00:14:42",2.91,8.01158703729,6.57317352542,"2015-07-22 09:03:27","2015-07-22 09:10:54",7.45,"2015-07-22 09:10:53","2015-07-22 09:12:32",99.0,"2015-07-22 09:20:44","2015-07-22 09:21:02",18,"0 days 00:08:12.000000000",2.75,10.9044299933,11.23,23.216666666666665,386.0,397.0,0.0,492.0,28.0,0.0,32.0,7.0,35.0,28.0,31.4,3321,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R02323,"2015-07-22 00:00:00",NULL,NULL,30.0521,-95.6434,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-07-22 09:12:32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3321,Dump,"Ranger SH 99",2015-07-22,0.0039,1,740
T4R02323,"2015-07-22 00:00:00",30.0527,-95.64,30.053,-95.64,HPD00128,"2015-07-22 09:21:03","2015-07-22 10:28:43","0 days 01:07:40",17.68,60.66869616,8.82446365536,"2015-07-22 10:26:41","2015-07-22 10:27:59",1.3,"2015-07-22 10:27:58","2015-07-22 10:28:43",45.0,"2015-07-22 10:29:16","2015-07-22 10:29:32",16,"0 days 00:00:33.000000000",0,0.072643946078,1.69,68.5,1143.0,2872.0,0.0,33.0,28.0,0.0,2.0,1.0,1.0,70.0,31.4,3322,Load,"Ranger SH 99",2015-07-22,0.0039,1,740
